Date;2022-11-18;;#;N_mob;Amp;;#;P_mob;Amp
;;;612;1,66569;39;;612;1,48760;468
;;;613;1,66432;35;;613;1,48654;454
;;;614;1,66294;34;;614;1,48549;445
;;;615;1,66157;32;;615;1,48444;435
;;;616;1,66021;32;;616;1,48339;431
;;;617;1,65884;30;;617;1,48234;429
;;;618;1,65748;29;;618;1,48130;422
;;;619;1,65612;31;;619;1,48025;418
;;;620;1,65476;35;;620;1,47921;413
;;;621;1,65340;38;;621;1,47817;413
;;;622;1,65205;40;;622;1,47713;413
;;;623;1,65070;41;;623;1,47609;411
;;;624;1,64935;45;;624;1,47505;410
;;;625;1,64800;45;;625;1,47401;407
;;;626;1,64665;47;;626;1,47298;403
;;;627;1,64531;45;;627;1,47195;400
;;;628;1,64397;48;;628;1,47092;392
;;;629;1,64263;45;;629;1,46989;379
;;;630;1,64130;47;;630;1,46886;374
;;;631;1,63996;47;;631;1,46783;365
;;;632;1,63863;48;;632;1,46680;354
;;;633;1,63730;46;;633;1,46578;349
;;;634;1,63597;47;;634;1,46476;344
;;;635;1,63464;45;;635;1,46374;340
;;;636;1,63332;48;;636;1,46272;335
;;;637;1,63200;49;;637;1,46170;332
;;;638;1,63068;52;;638;1,46068;328
;;;639;1,62936;53;;639;1,45966;325
;;;640;1,62805;51;;640;1,45865;321
;;;641;1,62674;52;;641;1,45764;315
;;;642;1,62542;54;;642;1,45663;317
;;;643;1,62412;58;;643;1,45562;322
;;;644;1,62281;58;;644;1,45461;319
;;;645;1,62150;57;;645;1,45360;319
;;;646;1,62020;61;;646;1,45259;319
;;;647;1,61890;65;;647;1,45159;326
;;;648;1,61760;68;;648;1,45059;330
;;;649;1,61631;69;;649;1,44958;336
;;;650;1,61501;70;;650;1,44858;336
;;;651;1,61372;66;;651;1,44758;342
;;;652;1,61243;67;;652;1,44659;349
;;;653;1,61114;68;;653;1,44559;354
;;;654;1,60986;70;;654;1,44460;365
;;;655;1,60857;69;;655;1,44360;374
;;;656;1,60729;70;;656;1,44261;379
;;;657;1,60601;67;;657;1,44162;381
;;;658;1,60473;65;;658;1,44063;392
;;;659;1,60346;63;;659;1,43964;400
;;;660;1,60219;67;;660;1,43865;407
;;;661;1,60091;64;;661;1,43767;419
;;;662;1,59964;61;;662;1,43669;433
;;;663;1,59838;59;;663;1,43570;445
;;;664;1,59711;53;;664;1,43472;456
;;;665;1,59585;53;;665;1,43374;461
;;;666;1,59459;48;;666;1,43276;460
;;;667;1,59333;45;;667;1,43179;461
;;;668;1,59207;42;;668;1,43081;467
;;;669;1,59081;43;;669;1,42983;470
;;;670;1,58956;43;;670;1,42886;475
;;;671;1,58831;44;;671;1,42789;481
;;;672;1,58706;47;;672;1,42692;483
;;;673;1,58581;46;;673;1,42595;486
;;;674;1,58457;45;;674;1,42498;486
;;;675;1,58332;46;;675;1,42401;479
;;;676;1,58208;45;;676;1,42305;475
;;;677;1,58084;43;;677;1,42208;467
;;;678;1,57960;43;;678;1,42112;460
;;;679;1,57837;43;;679;1,42016;457
;;;680;1,57713;42;;680;1,41920;457
;;;681;1,57590;39;;681;1,41824;456
;;;682;1,57467;39;;682;1,41728;457
;;;683;1,57344;39;;683;1,41633;456
;;;684;1,57221;40;;684;1,41537;453
;;;685;1,57099;42;;685;1,41442;451
;;;686;1,56977;38;;686;1,41347;449
;;;687;1,56855;35;;687;1,41251;443
;;;688;1,56733;36;;688;1,41157;443
;;;689;1,56611;35;;689;1,41062;439
;;;690;1,56490;37;;690;1,40967;442
;;;691;1,56368;34;;691;1,40872;435
;;;692;1,56247;35;;692;1,40778;426
;;;693;1,56126;38;;693;1,40683;417
;;;694;1,56006;37;;694;1,40589;407
;;;695;1,55885;35;;695;1,40495;406
;;;696;1,55765;34;;696;1,40401;396
;;;697;1,55644;35;;697;1,40307;386
;;;698;1,55524;32;;698;1,40214;375
;;;699;1,55405;32;;699;1,40120;372
;;;700;1,55285;29;;700;1,40026;369
;;;701;1,55166;29;;701;1,39933;371
;;;702;1,55046;29;;702;1,39840;367
;;;703;1,54927;29;;703;1,39747;364
;;;704;1,54808;29;;704;1,39654;360
;;;705;1,54690;31;;705;1,39561;356
;;;706;1,54571;29;;706;1,39468;356
;;;707;1,54453;30;;707;1,39376;354
;;;708;1,54334;29;;708;1,39283;354
;;;709;1,54216;30;;709;1,39191;356
;;;710;1,54099;27;;710;1,39099;354
;;;711;1,53981;29;;711;1,39006;356
;;;712;1,53864;24;;712;1,38914;350
;;;713;1,53746;22;;713;1,38823;349
;;;714;1,53629;19;;714;1,38731;343
;;;715;1,53512;18;;715;1,38639;337
;;;716;1,53396;17;;716;1,38548;337
;;;717;1,53279;17;;717;1,38456;333
;;;718;1,53163;19;;718;1,38365;328
;;;719;1,53046;19;;719;1,38274;325
;;;720;1,52930;17;;720;1,38183;326
;;;721;1,52815;19;;721;1,38092;325
;;;722;1,52699;20;;722;1,38001;324
;;;723;1,52583;22;;723;1,37910;325
;;;724;1,52468;24;;724;1,37820;321
;;;725;1,52353;22;;725;1,37729;328
;;;726;1,52238;24;;726;1,37639;328
;;;727;1,52123;24;;727;1,37549;329
;;;728;1,52008;26;;728;1,37459;325
;;;729;1,51894;28;;729;1,37369;336
;;;730;1,51780;29;;730;1,37279;326
;;;731;1,51666;28;;731;1,37189;335
;;;732;1,51552;30;;732;1,37100;337
;;;733;1,51438;29;;733;1,37010;336
;;;734;1,51324;27;;734;1,36921;335
;;;735;1,51211;24;;735;1,36832;333
;;;736;1,51098;21;;736;1,36742;335
;;;737;1,50984;20;;737;1,36653;340
;;;738;1,50871;19;;738;1,36565;339
;;;739;1,50759;19;;739;1,36476;337
;;;740;1,50646;22;;740;1,36387;336
;;;741;1,50534;18;;741;1,36299;343
;;;742;1,50421;15;;742;1,36210;346
;;;743;1,50309;16;;743;1,36122;340
;;;744;1,50197;16;;744;1,36034;337
;;;745;1,50086;15;;745;1,35945;335
;;;746;1,49974;16;;746;1,35857;333
;;;747;1,49863;16;;747;1,35770;332
;;;748;1,49751;19;;748;1,35682;326
;;;749;1,49640;18;;749;1,35594;325
;;;750;1,49529;21;;750;1,35507;322
;;;751;1,49419;19;;751;1,35419;321
;;;752;1,49308;21;;752;1,35332;310
;;;753;1,49198;24;;753;1,35245;305
;;;754;1,49087;26;;754;1,35158;299
;;;755;1,48977;28;;755;1,35071;296
;;;756;1,48867;29;;756;1,34984;283
;;;757;1,48758;26;;757;1,34897;285
;;;758;1,48648;24;;758;1,34810;275
;;;759;1,48538;24;;759;1,34724;268
;;;760;1,48429;24;;760;1,34637;267
;;;761;1,48320;26;;761;1,34551;262
;;;762;1,48211;27;;762;1,34465;264
;;;763;1,48102;24;;763;1,34379;261
;;;764;1,47994;24;;764;1,34293;265
;;;765;1,47885;21;;765;1,34207;262
;;;766;1,47777;18;;766;1,34121;261
;;;767;1,47669;18;;767;1,34036;262
;;;768;1,47560;17;;768;1,33950;260
;;;769;1,47453;16;;769;1,33865;257
;;;770;1,47345;18;;770;1,33779;260
;;;771;1,47237;19;;771;1,33694;260
;;;772;1,47130;18;;772;1,33609;261
;;;773;1,47023;16;;773;1,33524;265
;;;774;1,46916;16;;774;1,33439;268
;;;775;1,46809;17;;775;1,33354;271
;;;776;1,46702;17;;776;1,33270;269
;;;777;1,46595;18;;777;1,33185;269
;;;778;1,46489;19;;778;1,33101;264
;;;779;1,46383;20;;779;1,33016;265
;;;780;1,46276;23;;780;1,32932;268
;;;781;1,46170;23;;781;1,32848;273
;;;782;1,46065;27;;782;1,32764;282
;;;783;1,45959;25;;783;1,32680;296
;;;784;1,45853;28;;784;1,32596;300
;;;785;1,45748;26;;785;1,32512;318
;;;786;1,45643;27;;786;1,32429;328
;;;787;1,45538;26;;787;1,32345;336
;;;788;1,45433;26;;788;1,32262;339
;;;789;1,45328;29;;789;1,32179;350
;;;790;1,45223;29;;790;1,32095;361
;;;791;1,45119;29;;791;1,32012;362
;;;792;1,45015;29;;792;1,31929;368
;;;793;1,44910;27;;793;1,31847;378
;;;794;1,44806;28;;794;1,31764;381
;;;795;1,44702;30;;795;1,31681;386
;;;796;1,44599;27;;796;1,31599;389
;;;797;1,44495;28;;797;1,31516;396
;;;798;1,44392;28;;798;1,31434;396
;;;799;1,44288;27;;799;1,31352;403
;;;800;1,44185;26;;800;1,31269;404
;;;801;1,44082;23;;801;1,31187;406
;;;802;1,43979;24;;802;1,31105;413
;;;803;1,43877;25;;803;1,31024;406
;;;804;1,43774;24;;804;1,30942;407
;;;805;1,43672;27;;805;1,30860;413
;;;806;1,43570;26;;806;1,30779;415
;;;807;1,43467;21;;807;1,30697;417
;;;808;1,43365;21;;808;1,30616;422
;;;809;1,43264;19;;809;1,30535;424
;;;810;1,43162;19;;810;1,30454;422
;;;811;1,43060;19;;811;1,30372;425
;;;812;1,42959;18;;812;1,30292;419
;;;813;1,42858;22;;813;1,30211;417
;;;814;1,42757;22;;814;1,30130;411
;;;815;1,42656;21;;815;1,30049;410
;;;816;1,42555;21;;816;1,29969;404
;;;817;1,42454;21;;817;1,29888;400
;;;818;1,42354;19;;818;1,29808;390
;;;819;1,42253;19;;819;1,29728;390
;;;820;1,42153;17;;820;1,29648;383
;;;821;1,42053;18;;821;1,29568;374
;;;822;1,41953;18;;822;1,29488;369
;;;823;1,41853;16;;823;1,29408;362
;;;824;1,41753;15;;824;1,29328;356
;;;825;1,41654;16;;825;1,29249;356
;;;826;1,41555;16;;826;1,29169;350
;;;827;1,41455;16;;827;1,29090;346
;;;828;1,41356;17;;828;1,29010;343
;;;829;1,41257;16;;829;1,28931;339
;;;830;1,41158;16;;830;1,28852;336
;;;831;1,41060;19;;831;1,28773;332
;;;832;1,40961;16;;832;1,28694;326
;;;833;1,40863;16;;833;1,28615;324
;;;834;1,40764;16;;834;1,28536;315
;;;835;1,40666;16;;835;1,28458;307
;;;836;1,40568;15;;836;1,28379;305
;;;837;1,40470;17;;837;1,28301;290
;;;838;1,40372;16;;838;1,28222;279
;;;839;1,40275;16;;839;1,28144;272
;;;840;1,40177;16;;840;1,28066;267
;;;841;1,40080;19;;841;1,27988;257
;;;842;1,39983;24;;842;1,27910;253
;;;843;1,39886;22;;843;1,27832;247
;;;844;1,39789;24;;844;1,27754;239
;;;845;1,39692;20;;845;1,27676;232
;;;846;1,39595;21;;846;1,27599;222
;;;847;1,39499;22;;847;1,27521;218
;;;848;1,39402;23;;848;1,27444;209
;;;849;1,39306;23;;849;1,27366;198
;;;850;1,39210;22;;850;1,27289;193
;;;851;1,39114;18;;851;1,27212;183
;;;852;1,39018;18;;852;1,27135;178
;;;853;1,38922;18;;853;1,27058;169
;;;854;1,38827;16;;854;1,26981;164
;;;855;1,38731;16;;855;1,26904;161
;;;856;1,38636;16;;856;1,26828;164
;;;857;1,38541;14;;857;1,26751;162
;;;858;1,38446;15;;858;1,26675;162
;;;859;1,38351;16;;859;1,26598;152
;;;860;1,38256;18;;860;1,26522;148
;;;861;1,38161;17;;861;1,26446;147
;;;862;1,38067;16;;862;1,26369;140
;;;863;1,37972;14;;863;1,26293;137
;;;864;1,37878;14;;864;1,26218;133
;;;865;1,37784;13;;865;1,26142;132
;;;866;1,37690;16;;866;1,26066;126
;;;867;1,37596;15;;867;1,25990;122
;;;868;1,37502;16;;868;1,25915;119
;;;869;1,37408;17;;869;1,25839;115
;;;870;1,37315;14;;870;1,25764;118
;;;871;1,37221;13;;871;1,25688;123
;;;872;1,37128;13;;872;1,25613;125
;;;873;1,37035;16;;873;1,25538;122
;;;874;1,36942;16;;874;1,25463;118
;;;875;1,36849;17;;875;1,25388;116
;;;876;1,36756;13;;876;1,25313;111
;;;877;1,36663;13;;877;1,25238;105
;;;878;1,36571;11;;878;1,25164;102
;;;879;1,36478;15;;879;1,25089;101
;;;880;1,36386;16;;880;1,25015;95
;;;881;1,36294;17;;881;1,24940;89
;;;882;1,36202;17;;882;1,24866;82
;;;883;1,36110;15;;883;1,24792;79
;;;884;1,36018;18;;884;1,24718;73
;;;885;1,35927;20;;885;1,24644;72
;;;886;1,35835;22;;886;1,24570;73
;;;887;1,35744;22;;887;1,24496;75
;;;888;1,35652;22;;888;1,24422;69
;;;889;1,35561;22;;889;1,24348;69
;;;890;1,35470;22;;890;1,24275;65
;;;891;1,35379;21;;891;1,24201;63
;;;892;1,35289;20;;892;1,24128;59
;;;893;1,35198;20;;893;1,24054;65
;;;894;1,35107;19;;894;1,23981;61
;;;895;1,35017;17;;895;1,23908;63
;;;896;1,34927;16;;896;1,23835;62
;;;897;1,34836;9;;897;1,23762;57
;;;898;1,34746;8;;898;1,23689;52
;;;899;1,34656;9;;899;1,23616;47
;;;900;1,34566;10;;900;1,23543;40
;;;901;1,34477;10;;901;1,23470;40
;;;902;1,34387;12;;902;1,23398;43
;;;903;1,34298;16;;903;1,23325;44
;;;904;1,34208;18;;904;1,23253;44
;;;905;1,34119;20;;905;1,23181;41
;;;906;1,34030;22;;906;1,23108;40
;;;907;1,33941;22;;907;1,23036;36
;;;908;1,33852;21;;908;1,22964;33
;;;909;1,33763;19;;909;1,22892;23
;;;910;1,33675;18;;910;1,22820;25
;;;911;1,33586;17;;911;1,22748;20
;;;912;1,33498;12;;912;1,22677;16
;;;913;1,33410;12;;913;1,22605;13
;;;914;1,33321;11;;914;1,22533;11
;;;915;1,33233;13;;915;1,22462;9
;;;916;1,33145;16;;916;1,22391;8
;;;917;1,33058;17;;917;1,22319;11
;;;918;1,32970;13;;918;1,22248;11
;;;919;1,32882;15;;919;1,22177;15
;;;920;1,32795;10;;920;1,22106;11
;;;921;1,32707;9;;921;1,22035;5
;;;922;1,32620;10;;922;1,21964;6
;;;923;1,32533;11;;923;1,21893;8
;;;924;1,32446;14;;924;1,21822;9
;;;925;1,32359;16;;925;1,21752;8
;;;926;1,32272;20;;926;1,21681;11
;;;927;1,32186;20;;927;1,21610;9
;;;928;1,32099;21;;928;1,21540;8
;;;929;1,32013;19;;929;1,21470;6
;;;930;1,31926;22;;930;1,21399;8
;;;931;1,31840;19;;931;1,21329;4
;;;932;1,31754;20;;932;1,21259;1
;;;933;1,31668;22;;933;1,21189;2
;;;934;1,31582;24;;934;1,21119;4
;;;935;1,31496;23;;935;1,21049;4
;;;936;1,31411;22;;936;1,20980;4
;;;937;1,31325;25;;937;1,20910;1
;;;938;1,31240;24;;938;1,20840;1
;;;939;1,31154;22;;939;1,20771;0
;;;940;1,31069;22;;940;1,20701;1
;;;941;1,30984;20;;941;1,20632;6
;;;942;1,30899;22;;942;1,20563;8
;;;943;1,30814;22;;943;1,20494;13
;;;944;1,30729;20;;944;1,20424;19
;;;945;1,30645;18;;945;1,20355;20
;;;946;1,30560;15;;946;1,20286;18
;;;947;1,30476;16;;947;1,20217;25
;;;948;1,30391;15;;948;1,20149;29
;;;949;1,30307;13;;949;1,20080;31
;;;950;1,30223;12;;950;1,20011;36
;;;951;1,30139;12;;951;1,19943;40
;;;952;1,30055;12;;952;1,19874;43
;;;953;1,29971;13;;953;1,19806;48
;;;954;1,29887;13;;954;1,19737;52
;;;955;1,29804;14;;955;1,19669;52
;;;956;1,29720;14;;956;1,19601;54
;;;957;1,29637;16;;957;1,19533;57
;;;958;1,29554;16;;958;1,19465;62
;;;959;1,29471;19;;959;1,19397;68
;;;960;1,29388;17;;960;1,19329;75
;;;961;1,29305;18;;961;1,19261;76
;;;962;1,29222;19;;962;1,19193;77
;;;963;1,29139;16;;963;1,19126;84
;;;964;1,29056;17;;964;1,19058;87
;;;965;1,28974;16;;965;1,18991;91
;;;966;1,28891;19;;966;1,18923;89
;;;967;1,28809;21;;967;1,18856;91
;;;968;1,28727;26;;968;1,18789;95
;;;969;1,28645;29;;969;1,18722;90
;;;970;1,28563;29;;970;1,18654;89
;;;971;1,28481;32;;971;1,18587;91
;;;972;1,28399;31;;972;1,18520;89
;;;973;1,28318;32;;973;1,18454;90
;;;974;1,28236;33;;974;1,18387;90
;;;975;1,28154;34;;975;1,18320;89
;;;976;1,28073;32;;976;1,18253;93
;;;977;1,27992;29;;977;1,18187;87
;;;978;1,27911;28;;978;1,18120;84
;;;979;1,27830;26;;979;1,18054;87
;;;980;1,27749;24;;980;1,17987;91
;;;981;1,27668;22;;981;1,17921;90
;;;982;1,27587;22;;982;1,17855;87
;;;983;1,27506;22;;983;1,17789;89
;;;984;1,27426;24;;984;1,17723;87
;;;985;1,27345;23;;985;1,17657;87
;;;986;1,27265;22;;986;1,17591;84
;;;987;1,27185;20;;987;1,17525;82
;;;988;1,27105;19;;988;1,17459;77
;;;989;1,27025;17;;989;1,17394;76
;;;990;1,26945;19;;990;1,17328;70
;;;991;1,26865;17;;991;1,17262;65
;;;992;1,26785;19;;992;1,17197;61
;;;993;1,26706;18;;993;1,17132;57
;;;994;1,26626;17;;994;1,17066;45
;;;995;1,26547;16;;995;1,17001;43
;;;996;1,26467;13;;996;1,16936;40
;;;997;1,26388;9;;997;1,16871;37
;;;998;1,26309;7;;998;1,16806;34
;;;999;1,26230;6;;999;1,16741;34
;;;1000;1,26151;4;;1000;1,16676;34
;;;1001;1,26072;4;;1001;1,16611;29
;;;1002;1,25993;6;;1002;1,16546;23
;;;1003;1,25915;9;;1003;1,16482;27
;;;1004;1,25836;10;;1004;1,16417;22
;;;1005;1,25758;8;;1005;1,16352;23
;;;1006;1,25679;9;;1006;1,16288;16
;;;1007;1,25601;10;;1007;1,16224;18
;;;1008;1,25523;12;;1008;1,16159;15
;;;1009;1,25445;13;;1009;1,16095;16
;;;1010;1,25367;18;;1010;1,16031;16
;;;1011;1,25289;18;;1011;1,15967;13
;;;1012;1,25211;19;;1012;1,15903;13
;;;1013;1,25133;19;;1013;1,15839;9
;;;1014;1,25056;19;;1014;1,15775;6
;;;1015;1,24978;19;;1015;1,15711;1
;;;1016;1,24901;17;;1016;1,15647;0
;;;1017;1,24824;20;;1017;1,15584;0
;;;1018;1,24747;22;;1018;1,15520;1
;;;1019;1,24669;21;;1019;1,15456;2
;;;1020;1,24592;24;;1020;1,15393;0
;;;1021;1,24516;23;;1021;1,15330;1
;;;1022;1,24439;26;;1022;1,15266;-1
;;;1023;1,24362;26;;1023;1,15203;-9
;;;1024;1,24285;23;;1024;1,15140;-13
;;;1025;1,24209;25;;1025;1,15077;-15
;;;1026;1,24132;24;;1026;1,15014;-18
;;;1027;1,24056;26;;1027;1,14951;-9
;;;1028;1,23980;26;;1028;1,14888;-12
;;;1029;1,23904;28;;1029;1,14825;-8
;;;1030;1,23828;27;;1030;1,14762;-11
;;;1031;1,23752;26;;1031;1,14699;-6
;;;1032;1,23676;25;;1032;1,14637;-4
;;;1033;1,23600;22;;1033;1,14574;-6
;;;1034;1,23524;22;;1034;1,14512;-11
;;;1035;1,23449;25;;1035;1,14449;-13
;;;1036;1,23373;24;;1036;1,14387;-19
;;;1037;1,23298;22;;1037;1,14324;-23
;;;1038;1,23222;21;;1038;1,14262;-27
;;;1039;1,23147;21;;1039;1,14200;-29
;;;1040;1,23072;25;;1040;1,14138;-31
;;;1041;1,22997;24;;1041;1,14076;-31
;;;1042;1,22922;23;;1042;1,14014;-31
;;;1043;1,22847;24;;1043;1,13952;-30
;;;1044;1,22772;22;;1044;1,13890;-33
;;;1045;1,22698;22;;1045;1,13828;-36
;;;1046;1,22623;23;;1046;1,13767;-40
;;;1047;1,22549;22;;1047;1,13705;-38
;;;1048;1,22474;26;;1048;1,13644;-40
;;;1049;1,22400;24;;1049;1,13582;-33
;;;1050;1,22326;25;;1050;1,13521;-27
;;;1051;1,22252;23;;1051;1,13459;-23
;;;1052;1,22178;23;;1052;1,13398;-29
;;;1053;1,22104;22;;1053;1,13337;-20
;;;1054;1,22030;20;;1054;1,13276;-20
;;;1055;1,21956;20;;1055;1,13215;-18
;;;1056;1,21882;19;;1056;1,13153;-20
;;;1057;1,21809;18;;1057;1,13093;-18
;;;1058;1,21735;21;;1058;1,13032;-15
;;;1059;1,21662;24;;1059;1,12971;-15
;;;1060;1,21588;24;;1060;1,12910;-13
;;;1061;1,21515;26;;1061;1,12849;-12
;;;1062;1,21442;28;;1062;1,12789;-12
;;;1063;1,21369;28;;1063;1,12728;-5
;;;1064;1,21296;27;;1064;1,12668;-4
;;;1065;1,21223;26;;1065;1,12607;-8
;;;1066;1,21150;26;;1066;1,12547;-11
;;;1067;1,21078;22;;1067;1,12486;-19
;;;1068;1,21005;22;;1068;1,12426;-25
;;;1069;1,20932;22;;1069;1,12366;-29
;;;1070;1,20860;22;;1070;1,12306;-36
;;;1071;1,20788;25;;1071;1,12246;-33
;;;1072;1,20715;22;;1072;1,12186;-34
;;;1073;1,20643;26;;1073;1,12126;-31
;;;1074;1,20571;26;;1074;1,12066;-34
;;;1075;1,20499;27;;1075;1,12006;-36
;;;1076;1,20427;28;;1076;1,11947;-38
;;;1077;1,20355;28;;1077;1,11887;-41
;;;1078;1,20283;28;;1078;1,11827;-43
;;;1079;1,20212;30;;1079;1,11768;-40
;;;1080;1,20140;32;;1080;1,11708;-37
;;;1081;1,20069;34;;1081;1,11649;-31
;;;1082;1,19997;33;;1082;1,11589;-30
;;;1083;1,19926;32;;1083;1,11530;-27
;;;1084;1,19855;31;;1084;1,11471;-29
;;;1085;1,19783;33;;1085;1,11412;-27
;;;1086;1,19712;32;;1086;1,11353;-23
;;;1087;1,19641;33;;1087;1,11294;-18
;;;1088;1,19570;35;;1088;1,11235;-13
;;;1089;1,19500;36;;1089;1,11176;-9
;;;1090;1,19429;34;;1090;1,11117;-11
;;;1091;1,19358;33;;1091;1,11058;-8
;;;1092;1,19288;33;;1092;1,10999;-4
;;;1093;1,19217;33;;1093;1,10941;-8
;;;1094;1,19147;34;;1094;1,10882;-4
;;;1095;1,19076;32;;1095;1,10824;-2
;;;1096;1,19006;33;;1096;1,10765;-4
;;;1097;1,18936;30;;1097;1,10707;-4
;;;1098;1,18866;29;;1098;1,10648;-6
;;;1099;1,18796;29;;1099;1,10590;-4
;;;1100;1,18726;30;;1100;1,10532;-4
;;;1101;1,18656;29;;1101;1,10474;-1
;;;1102;1,18586;30;;1102;1,10415;0
;;;1103;1,18517;29;;1103;1,10357;5
;;;1104;1,18447;32;;1104;1,10299;8
;;;1105;1,18377;33;;1105;1,10241;16
;;;1106;1,18308;35;;1106;1,10184;16
;;;1107;1,18239;36;;1107;1,10126;19
;;;1108;1,18169;31;;1108;1,10068;20
;;;1109;1,18100;29;;1109;1,10010;20
;;;1110;1,18031;26;;1110;1,09953;20
;;;1111;1,17962;27;;1111;1,09895;19
;;;1112;1,17893;27;;1112;1,09838;23
;;;1113;1,17824;26;;1113;1,09780;18
;;;1114;1,17756;26;;1114;1,09723;19
;;;1115;1,17687;26;;1115;1,09665;23
;;;1116;1,17618;26;;1116;1,09608;23
;;;1117;1,17550;23;;1117;1,09551;27
;;;1118;1,17481;23;;1118;1,09494;27
;;;1119;1,17413;19;;1119;1,09437;31
;;;1120;1,17344;19;;1120;1,09380;34
;;;1121;1,17276;16;;1121;1,09323;34
;;;1122;1,17208;14;;1122;1,09266;37
;;;1123;1,17140;14;;1123;1,09209;34
;;;1124;1,17072;15;;1124;1,09152;27
;;;1125;1,17004;16;;1125;1,09095;25
;;;1126;1,16936;14;;1126;1,09039;23
;;;1127;1,16869;16;;1127;1,08982;18
;;;1128;1,16801;19;;1128;1,08926;16
;;;1129;1,16733;19;;1129;1,08869;11
;;;1130;1,16666;18;;1130;1,08813;11
;;;1131;1,16598;16;;1131;1,08756;11
;;;1132;1,16531;16;;1132;1,08700;12
;;;1133;1,16464;13;;1133;1,08644;9
;;;1134;1,16397;15;;1134;1,08588;12
;;;1135;1,16329;18;;1135;1,08531;13
;;;1136;1,16262;19;;1136;1,08475;9
;;;1137;1,16195;22;;1137;1,08419;12
;;;1138;1,16128;19;;1138;1,08363;8
;;;1139;1,16062;22;;1139;1,08307;12
;;;1140;1,15995;20;;1140;1,08252;11
;;;1141;1,15928;18;;1141;1,08196;13
;;;1142;1,15862;19;;1142;1,08140;12
;;;1143;1,15795;19;;1143;1,08084;6
;;;1144;1,15729;18;;1144;1,08029;2
;;;1145;1,15662;19;;1145;1,07973;0
;;;1146;1,15596;21;;1146;1,07918;-1
;;;1147;1,15530;22;;1147;1,07862;-2
;;;1148;1,15464;22;;1148;1,07807;-4
;;;1149;1,15398;23;;1149;1,07751;-9
;;;1150;1,15332;25;;1150;1,07696;-12
;;;1151;1,15266;26;;1151;1,07641;-4
;;;1152;1,15200;28;;1152;1,07586;0
;;;1153;1,15134;27;;1153;1,07531;0
;;;1154;1,15069;25;;1154;1,07476;-4
;;;1155;1,15003;24;;1155;1,07421;-5
;;;1156;1,14937;22;;1156;1,07366;-6
;;;1157;1,14872;22;;1157;1,07311;-6
;;;1158;1,14807;21;;1158;1,07256;-15
